date,CRB指数,VIX恐慌指数,上证指数,标普高盛商品指数GSCI,波罗的海干散货运价指数,标普500,英国EPU,OVX原油ETF波动率指数,南华综合指数,原油期货交易量,原油期货持仓量,关注指数,中国沿海散货运价指数,中国EPU,俄罗斯EPU,加拿大EPU,中国原油进口金额,日本EPU,美国EPU,全球EPU,open,high,low,settle_price,Bias,CDP,DMA,AR,BR,pctChg,night,RV_V,RV,原油期货收盘价
2018-04-27,201.39,15.41,3082.23,473.1549,1361.0,2669.9,230.78,25.59,1355.3,80582,16256,0.2221478231408678,1136.88,241.739357,332.2618408203125,303.5407479468499,1183.9161,87.15630196539999,139.0353698730469,167.610964332666,444.0,445.5,440.4,442.5,0.0045682753629743,440.525,5.180000000000007,5.555555555555205,34.21052631578967,0.6343452650656944,2.600000000000023,15242.66836219957,0.2252530426048632,444.2
2018-05-02,201.6,15.97,3081.18,472.5157,1346.0,2635.7,283.28,27.32,1376.22,33454,17254,0.2213655210890216,1136.88,210.7990925,217.1574554443359,257.3476861143963,1254.5007,83.91185555007132,162.2766876220703,173.532896748501,439.7,444.4,436.0,441.2,0.0013999277456647,443.575,3.96999999999997,102.7027027027033,11.9999999999997,-0.157586672669962,-4.5,29492.83372617829,0.2247681100495049,443.5
2018-05-03,202.1,15.9,3100.86,474.2769,1376.0,2629.7,314.88,26.69,1374.75,111198,21392,0.2088635501745749,1136.88,210.7990925,217.1574554443359,257.3476861143963,1254.5007,83.91185555007132,162.2766876220703,173.532896748501,441.6,448.0,439.1,442.6,0.0094395013775349,441.85,1.949999999999989,215.9999999999991,12.6582278481013,0.7891770011273946,-1.89999999999997,32142.59160055393,0.1952972719541041,447.0
2018-05-04,203.25,14.77,3091.03,479.456,1384.0,2663.4,199.38,26.17,1374.48,100694,20456,0.1802085423508655,1132.6,210.7990925,217.1574554443359,257.3476861143963,1254.5007,83.91185555007132,162.2766876220703,173.532896748501,443.8,448.8,442.8,445.5,0.0051731893837155,445.275,2.010000000000048,309.9999999999966,46.34146341463536,-0.0223713646532508,-3.19999999999998,32313.91513264834,0.0723891495234041,446.9
2018-05-07,203.64,14.75,3136.64,482.5539,1408.0,2672.6,219.42,28.86,1379.46,135002,22786,0.2023530044045853,1132.6,210.7990925,217.1574554443359,257.3476861143963,1254.5007,83.91185555007132,162.2766876220703,173.532896748501,448.3,461.5,448.3,454.7,0.0230367427117281,446.35,3.620000000000061,0.0,31.99999999999988,2.5509062430074,1.400000000000034,38246.41389725316,0.169580511102544,458.3
2018-05-08,202.09,14.71,3161.5,477.0129,1432.0,2671.9,297.94,26.76,1376.76,110926,23344,0.2282494678899319,1132.6,210.7990925,217.1574554443359,257.3476861143963,1254.5007,83.91185555007132,162.2766876220703,173.532896748501,460.6,462.4,456.9,459.5,0.0180503814085506,456.6,4.390000000000043,-40.54054054054,149.9999999999948,0.1745581496836124,2.300000000000011,38352.10496439537,0.1746474078535388,459.1
2018-05-09,203.7,13.42,3159.15,485.6439,1465.0,2697.8,414.67,26.71,1366.34,244268,25760,0.2500545524715594,1132.6,210.7990925,217.1574554443359,257.3476861143963,1254.5007,83.91185555007132,162.2766876220703,173.532896748501,466.0,466.5,464.0,455.8,0.0217439051175048,459.375,6.210000000000036,-40.0000000000005,108.3333333333353,1.328686560662162,6.899999999999977,59404.83607249497,0.162124599664229,465.2
2018-05-10,204.52,13.23,3174.41,487.1351,1453.0,2723.1,324.53,26.61,1372.94,165456,30620,0.2305530970875037,1153.125244140625,188.8038940429688,210.2572174072266,238.0138244628906,1209.632080078125,78.24559020996094,170.1923828125,174.4110717773438,466.3,477.9,466.0,470.6,0.0330022984517975,465.225,9.180000000000009,3366.666666666528,14.42307692307696,2.407566638005165,1.100000000000023,57663.00489221836,0.1888787830577514,476.4
2018-05-11,203.56,12.65,3163.26,484.4275,1472.0,2727.7,283.79,25.74,1383.31,165686,28136,0.1790204187501042,1168.887939453125,188.4093017578125,209.3813629150391,240.3041687011719,1210.756469726562,78.19660949707031,170.2880401611328,174.6162567138672,474.2,474.3,467.0,470.4,0.0110720109861815,474.175,10.71999999999997,-41.6666666666667,73.80952380952455,-1.09151973131821,-2.19999999999998,50262.53522057954,0.2430282044130858,471.2
2018-05-14,203.83,12.93,3174.03,486.7079,1476.0,2730.1,273.95,25.93,1383.52,168258,24488,0.2351498479272905,1180.239379882812,188.0875091552734,209.2610473632812,243.2508392333984,1211.29931640625,78.1678695678711,170.28662109375,174.7819366455078,471.7,472.6,462.7,468.6,-0.0040641711229946,470.925,9.759999999999934,-67.7777777777774,241.3793103448247,-1.18845500848895,0.5,47548.77871407423,0.2455034365764434,465.6
2018-05-15,203.45,14.63,3192.12,487.5075,1468.0,2711.4,627.57,26.61,1382.35,150048,27872,0.2128352313879891,1187.111938476562,188.2586669921875,209.4391784667969,246.2495422363281,1211.500244140625,78.15150451660156,170.2421722412109,174.9132080078125,467.5,474.6,467.5,471.0,0.0054440285811501,466.625,9.63999999999993,0.0,33.96226415094354,1.546391752577314,1.899999999999977,37329.25626368678,0.2591686152522311,472.8
2018-05-16,203.76,13.42,3169.57,489.2016,1403.0,2722.5,199.67,25.73,1380.23,193836,25888,0.2070760283402522,1191.46484375,188.373291015625,209.6780548095703,248.9635009765625,1211.518310546875,78.14166259765625,170.1860046386719,175.0153656005859,478.0,478.0,470.5,474.1,0.0027128989869017,471.925,8.260000000000105,-65.333333333333,188.461538461536,0.0634517766497477,5.199999999999989,15807.50901312408,0.2520693312447654,473.1
2018-05-17,203.56,13.43,3154.28,490.2155,1305.0,2720.1,144.2,25.11,1377.75,220206,31014,0.2082404567881522,1194.031860351562,188.4469299316406,209.8794403076172,251.2440338134766,1211.451293945312,78.1360855102539,170.1341552734375,175.0934906005859,472.0,485.3,470.5,476.8,0.0189884124164764,473.675,5.869999999999948,659.9999999999984,29.82456140350913,1.860071866413016,-1.10000000000002,27600.14386194389,0.2262590978706814,481.9
2018-05-18,203.69,13.42,3193.3,489.131,1273.0,2713.0,270.26,25.23,1379.13,179326,29920,0.1619223966649834,1224.034057617188,188.4918670654297,210.0166320800781,253.0519256591797,1211.355590820312,78.1326675415039,170.0930480957031,175.1524963378906,485.0,488.6,481.9,484.8,0.0221017689818899,479.9,4.96999999999997,48.3870967741932,45.65217391304375,0.9545548869060116,3.100000000000023,26533.71450061222,0.1951544205275593,486.5
2018-05-21,205.69,13.08,3213.84,493.0637,1239.0,2733.0,293.21,25.79,1378.6,175668,26892,0.2412875215760434,1241.593994140625,188.5176086425781,210.0972290039062,254.4000396728516,1211.260131835938,78.1303482055664,170.0637512207031,175.1960601806641,484.8,486.0,477.0,482.4,0.0063837776943297,485.875,5.920000000000016,-30.7692307692311,66.66666666666737,-0.842754367934228,-1.69999999999998,25746.16633986503,0.1750043881973561,482.4
2018-05-22,206.2,13.22,3214.35,494.8326,1199.0,2724.4,329.62,25.89,1371.74,133016,29060,0.2621242610449774,1251.814331054688,188.5312194824219,210.1382141113281,255.3456573486328,1211.177124023438,78.1285400390625,170.0447082519531,175.2276153564453,480.0,486.5,478.3,482.8,0.0068493150684931,481.95,5.779999999999916,300.0000000000034,20.58823529411728,0.5597014925373234,-2.39999999999997,31756.22752784089,0.1589783504652826,485.1
2018-05-23,206.38,12.58,3168.96,495.1131,1162.0,2733.3,265.4,26.04,1363.34,218094,30956,0.2395994473554967,1257.314819335938,188.53759765625,210.1551818847656,255.9716796875,1211.110717773438,78.12700653076172,170.033447265625,175.2500305175781,486.0,493.8,482.6,488.1,0.0010328444536252,483.75,6.1400000000001,-41.1764705882349,459.9999999999994,-0.103071531642962,0.8999999999999773,35902.46790960197,0.1623538328819559,484.6
2018-05-24,205.66,12.53,3154.65,491.4913,1109.0,2727.8,389.7,25.37,1370.8,217168,30414,0.2356639276148362,1260.149658203125,188.5400390625,210.1593475341797,256.3550109863281,1211.059936523438,78.12564849853516,170.0275115966797,175.2656707763672,484.5,487.4,478.1,483.0,0.0005776530780657,486.4,5.899999999999977,7.812500000000028,34.78260869565196,0.0825423029302552,-0.100000000000022,35181.716200322,0.1084110694096534,485.0
2018-05-25,203.34,13.22,3141.3,482.0706,1077.0,2721.3,494.92,27.76,1367.67,180374,30964,0.1582841032455055,1266.298950195312,188.5406036376953,210.1577758789062,256.5642700195312,1211.022583007812,78.12445068359375,170.0249176025391,175.2763366699219,481.1,483.8,476.6,480.6,-0.0113895216400911,483.875,3.459999999999923,-82.2222222222232,800.0000000000498,-1.56701030927836,-3.89999999999997,35145.13812748499,0.1334478062617608,477.4
2018-05-28,202.58,15.12,3135.08,479.57435,1067.0,2705.6,448.57,28.4,1366.59,245594,30338,0.2369087352877243,1270.069091796875,188.5404052734375,210.1544647216797,256.6558837890625,1210.995727539062,78.12340545654297,170.0242004394531,175.2834625244141,467.4,470.5,456.6,464.3,-0.0337801160800033,478.8,-0.17999999999995,-42.5925925925924,124.1935483870968,-3.05823209049014,-10.0,43492.41406498378,0.2385092416680548,462.8
2018-05-29,201.82,17.02,3120.46,477.0781,1057.0,2689.9,307.71,29.04,1384.38,145200,30166,0.2093397808236876,1272.6787109375,188.5400390625,210.1512603759766,256.6734008789062,1210.9765625,78.12251281738281,170.0243988037109,175.2881469726562,462.5,466.0,459.2,462.7,-0.0230030333670375,463.175,-3.53999999999985,39.3939393939396,47.82608695652126,0.2160760587726962,-0.300000000000011,38990.05255190096,0.2269185680246308,463.8
2018-05-30,203.29,14.94,3041.44,483.6898,1042.0,2724.0,549.97,27.9,1374.6,224162,30760,0.2225792994254829,1274.49169921875,188.5397033691406,210.1488494873047,256.6484375,1210.963256835938,78.12177276611328,170.0249328613281,175.2911834716797,467.0,468.3,458.5,463.4,-0.0141952484168474,463.2,-6.75999999999999,-36.4705882352943,81.48148148148245,0.0215610176800273,3.199999999999989,39731.39558082498,0.2298242738388563,463.9
2018-05-31,202.84,15.43,3095.47,481.4273,1090.0,2705.3,380.55,27.61,1385.52,234544,33824,0.2155732312641473,1275.451171875,188.5395355224609,210.1473083496094,256.602783203125,1210.953735351562,78.12117767333984,170.0254821777344,175.2931365966797,466.0,476.8,465.3,471.9,0.0094428302854212,463.65,-8.31999999999993,928.5714285714436,59.72222222222248,1.853847812028464,2.100000000000023,42028.65604798705,0.2990901684858595,472.5
2018-06-01,201.71,13.46,3075.14,477.1119,1156.0,2734.6,264.1,28.65,1390.29,275006,33986,0.1420677295128537,1268.884399414062,188.2668304443359,146.6748962402344,357.7498474121094,1210.947143554688,79.26882934570312,161.6001739501953,173.7449188232422,470.5,483.9,469.9,476.1,0.0153141977157035,471.775,-7.68,699.9999999999716,191.666666666666,0.465608465608458,-2.0,48436.79965893699,0.2885895208543387,474.7
2018-06-04,198.86,12.74,3091.19,470.5007,1193.0,2746.9,253.55,29.49,1384.71,202210,31182,0.2266630844957587,1264.88623046875,187.8934936523438,37.35536193847656,394.9631652832031,1210.9423828125,80.18265533447266,156.0597534179688,172.9273376464844,472.9,473.1,467.6,470.6,0.0037087560746866,475.8,-4.91000000000002,-37.7358490566041,66.66666666666896,-0.800505582473143,-1.80000000000001,47683.22173259688,0.1522799422367996,470.9
2018-06-05,199.19,12.4,3114.21,472.1969,1249.0,2748.8,401.09,29.3,1385.9,212376,30258,0.2254301206341138,1261.91943359375,187.6310729980469,37.14119720458984,409.1874084472656,1210.939208984375,80.87397766113281,152.6356201171875,172.4359130859375,468.7,471.4,461.6,466.1,-0.00732475939017119,470.625,-2.53999999999996,-35.2112676056339,113.0434782608702,-0.998088766192395,-2.19999999999998,28118.41181148038,0.1808103961114641,466.2
2018-06-06,199.01,11.64,3115.18,471.2806,1340.0,2772.3,524.8,29.14,1389.66,238464,33080,0.2169810541782788,1259.888549804688,187.4218292236328,37.03982162475586,417.4715881347656,1210.936889648438,81.3521728515625,150.5660705566406,172.1202697753906,461.7,466.7,455.8,460.7,-0.0103435065764269,466.35,-0.360000000000013,55.93220338983092,18.47826086956512,-0.257400257400253,-4.5,28146.7793184229,0.1826825903623724,465.0
2018-06-07,199.49,12.13,3109.5,477.434,1395.0,2770.4,402.41,28.05,1397.3,251680,33264,0.2189071829319796,1258.6357421875,187.2884521484375,36.98623275756836,423.8618469238281,1210.93505859375,81.67549896240234,149.3860473632812,171.9099731445312,461.0,466.0,458.0,461.8,-0.00580551523947744,463.125,0.2199999999999704,160.0000000000004,2.564102564102415,0.1720430107526871,-4.0,29467.1226488098,0.0990102463971221,465.8
2018-06-08,200.04,12.18,3067.15,476.1698,1391.0,2779.0,373.27,27.59,1387.7969,228524,34290,0.2048169064059578,1254.574584960938,187.2079467773438,36.95630264282227,427.902587890625,1210.933959960938,81.88831329345703,148.7637176513672,171.7670440673828,467.7,474.2,466.6,470.5,0.0022686413834433,463.9,-0.150000000000034,54.54545454545831,347.0588235294127,0.5367110347788806,1.899999999999977,19815.67589561354,0.1024546873992634,468.3
2018-06-11,199.39,12.35,3052.78,475.3482,1387.0,2782.0,399.51,26.86,1391.7167,192790,32846,0.2610114847033026,1251.77978515625,187.161865234375,36.939208984375,431.3509216308594,1210.93310546875,82.02318572998047,148.4763488769531,171.6689910888672,469.0,476.3,466.8,470.2,0.002014746227709,469.35,-1.29999999999995,-68.1818181818185,1257.142857142879,-0.170830664104204,0.6999999999999886,22924.32025600758,0.0909472842382434,467.5
2018-06-12,200.14,12.34,3079.8,476.473,1390.0,2786.8,329.06,26.58,1399.9046,235584,33878,0.2796507992396796,1249.956787109375,187.1369476318359,36.929443359375,434.8906555175781,1210.932495117188,82.1053237915039,148.3804016113281,171.6015319824219,466.4,473.0,463.9,469.1,0.009321417881729,469.525,-0.949999999999988,228.0000000000018,10.97560975609722,0.9839572192513524,-1.10000000000002,22123.83033744382,0.0814928744475793,472.1
2018-06-13,200.09,12.94,3049.8,478.0151,1404.0,2775.6,388.3,27.08,1387.6822,217898,32200,0.209876348980513,1248.896484375,187.1242065429688,36.92397689819336,438.9504089355469,1210.932495117188,82.15327453613281,148.3847503662109,171.5552215576172,469.2,471.7,463.0,467.8,-0.00671456676075622,470.275,-1.10999999999995,-75.8064516129031,479.9999999999993,-1.6098284261809,-2.90000000000003,21930.28055452095,0.1574621707389346,464.5
2018-06-14,199.01,12.12,3044.16,474.1442,1433.0,2782.5,335.53,26.69,1394.6524,222996,31010,0.245959053791404,1248.311157226562,187.1180572509766,36.92095565795898,442.5380554199219,1210.932495117188,82.18006134033203,148.4330596923828,171.5236511230469,466.3,472.0,464.4,468.6,0.0,465.925,-0.209999999999922,94.73684210526206,105.4054054054035,0.7750269106566288,1.800000000000011,16342.60612020004,0.1675474599800788,468.1
2018-06-15,196.24,11.98,3021.9,463.615,1445.0,2779.7,446.58,27.64,1395.2515,182254,28670,0.1535566078389249,1225.010864257812,187.1152954101562,36.91936874389648,445.4350891113281,1210.932495117188,82.19450378417969,148.4927978515625,171.5023345947266,470.7,472.2,465.5,468.2,-0.00145336411045568,468.15,0.32000000000005,-67.3076923076924,294.1176470588255,-0.192266609698787,2.599999999999966,22087.19535839713,0.1635127572883924,467.2
2018-06-19,193.82,13.35,2907.82,462.6469,1419.0,2762.6,357.65,28.01,1365.16,75788,31970,0.2067722823050318,1205.138427734375,187.1141204833984,36.91854095458984,447.9096069335938,1210.932495117188,82.20221710205078,148.5474090576172,171.4880676269531,463.1,465.5,458.0,460.7,-0.0131635365749076,468.025,-0.0600000000000591,-54.9019607843137,226.0869565217375,-1.47688356164382,-4.09999999999996,65194.69084212303,0.1937364572202374,460.3
2018-06-20,194.98,12.79,2915.73,463.7644,1373.0,2767.3,296.57,28.06,1374.43,223134,32990,0.2205461241081311,1191.664428710938,187.1135711669922,36.91806411743164,449.5431518554688,1210.932495117188,82.20658111572266,148.5903930664062,171.4786987304688,461.1,465.7,458.8,462.2,-0.00141978230004738,461.025,-1.43999999999999,134.78260869565,27.7777777777779,0.8472735172713408,0.8000000000000114,63073.88694222039,0.188216668881256,464.2
2018-06-21,194.4,14.64,2875.81,460.7342,1347.0,2749.8,419.92,27.78,1356.32,312444,34196,0.1634296661802848,1183.088989257812,187.1132659912109,36.91775512695312,450.7922668457031,1210.932495117188,82.20941925048828,148.6208648681641,171.4725952148438,465.0,468.7,458.8,463.5,-0.00888084152440089,463.225,-1.85999999999995,-83.8709677419354,889.9999999999977,-0.947867298578197,0.8000000000000114,85726.27117284409,0.1638028283848909,459.8
2018-06-22,197.53,13.77,2889.76,471.4514,1341.0,2754.9,400.42,25.52,1357.29,271166,35592,0.1475877326081453,1169.400634765625,187.1130828857422,36.91751480102539,451.7245788574219,1210.932495117188,82.21161651611328,148.6405487060547,171.4686737060547,458.0,461.8,453.7,457.4,-0.00670850465267263,461.775,-3.0,23.25581395348831,52.83018867924538,-0.173988690735105,-1.80000000000001,91032.31699347217,0.1404080473408466,459.0
2018-06-25,195.34,17.33,2859.34,466.269,1333.0,2717.1,306.26,26.1,1358.52,254096,34400,0.2123399772210968,1160.5078125,187.1129302978516,36.91738128662109,452.4113464355469,1210.932495117188,82.21356201171875,148.6521148681641,171.4661712646484,464.4,472.0,464.3,467.0,0.0098276907091522,458.375,-2.95999999999992,2100.000000000739,250.0000000000013,1.633986928104569,5.399999999999977,90643.51980588572,0.2021349196604742,466.5
2018-06-26,197.24,15.92,2844.51,473.0555,1323.0,2723.1,343.9,25.67,1355.28,184420,35956,0.1591515695854028,1155.43017578125,187.1127777099609,36.91725158691406,452.8648376464844,1210.932495117188,82.2153549194336,148.6581420898438,171.464599609375,468.4,471.9,465.3,468.0,0.0157259801809565,467.325,-1.12,100.0000000000018,6.451612903225451,1.071811361200425,1.899999999999977,48430.50367278869,0.1637618591106728,471.5
2018-06-27,198.95,17.91,2813.18,481.2306,1309.0,2699.6,365.2,27.69,1362.31,295640,39126,0.1811181145135468,1152.74365234375,187.1126556396484,36.91717147827148,453.1880493164062,1210.932495117188,82.21697998046875,148.6607513427734,171.4635772705078,472.2,486.1,469.6,476.9,0.0355282261508241,470.05,1.750000000000057,492.3076923076992,7.1428571428573,2.863202545068932,0.6999999999999886,49571.4881680992,0.2358227760056098,485.0
2018-06-28,198.89,16.85,2786.9,481.5457,1329.0,2716.3,269.8,27.35,1371.58,260304,36606,0.1347562461079073,1151.537353515625,187.1125640869141,36.91709136962891,453.4182434082031,1210.932495117188,82.21843719482422,148.6614074707031,171.4629058837891,487.0,495.0,486.3,491.9,0.0345554150863884,481.425,5.340000000000089,571.4285714285807,85.1063829787236,1.237113402061851,2.0,41550.75454429196,0.1712364868008977,491.0
2018-06-29,200.39,16.09,2847.42,487.4372,1385.0,2718.4,515.4,27.18,1385.87,252972,36364,0.134208013107944,1137.432495117188,187.1125030517578,36.91699600219727,453.5820617675781,1210.932495117188,82.21967315673828,148.6611480712891,171.4624481201172,490.4,498.0,490.4,494.6,0.0270674194619726,490.825,9.83000000000004,0.0,72.72727272727191,0.773930753564156,-0.600000000000022,40355.32644893359,0.1269407726363134,494.8
2018-07-02,197.5,15.6,2775.56,479.5724,1422.0,2726.7,279.93,28.65,1377.88,283214,36276,0.1784328369418952,1127.798583984375,309.9871826171875,36.9838981628418,410.0935974121094,1210.932495117188,81.81271362304688,160.2756958007812,171.4621124267578,498.0,510.0,497.6,502.6,0.0262285690903883,494.5,13.40999999999997,900.0000000000568,209.9999999999994,1.374292643492314,3.199999999999989,43188.3679247086,0.1267326937538535,501.6
2018-07-03,197.48,16.14,2786.89,480.9957,1476.0,2713.2,411.48,28.58,1375.44,255268,36494,0.1353915436102618,1121.697143554688,357.6897277832031,37.03572082519531,342.1596069335938,1210.932495117188,81.49392700195312,168.8688354492188,171.4618988037109,502.4,505.2,496.8,501.9,0.0168019710004442,502.7,15.48999999999995,19.64285714285767,25.37313432835808,0.3787878787878673,0.7999999999999545,18918.65705593288,0.1475904142064482,503.5
2018-07-04,196.845,15.555,2759.13,479.804,1567.0,2724.9,426.51,28.675,1365.95,319660,33908,0.1405450187421509,1118.12451171875,385.8397827148438,37.07787704467773,283.1011352539062,1210.932495117188,81.25497436523438,174.7333831787109,171.4617004394531,504.1,504.5,491.3,497.7,-0.00164817494774078,502.25,14.57999999999993,-57.8125000000002,144.4444444444453,-1.35054617676266,0.6000000000000227,28062.32472194702,0.1743408544333086,496.7
2018-07-05,196.21,14.97,2733.88,478.6123,1612.0,2736.6,411.87,28.77,1357.53,212576,34278,0.1599430380570497,1116.173706054688,401.3895263671875,37.10973739624023,250.6911468505859,1210.932495117188,81.08445739746094,178.4000091552734,171.4615631103516,496.0,501.8,494.4,497.2,-0.00248576697939209,497.3,12.11999999999989,100.0,131.2499999999978,0.1811958928930935,-0.699999999999988,39707.62697517945,0.1612155292812995,497.6
2018-07-06,198.05,13.37,2747.23,480.7299,1622.0,2759.8,362.78,28.13,1356.19,330606,34222,0.1614093166187716,1107.508422851562,405.79736328125,37.13284301757812,240.8837585449219,1210.932495117188,80.96775817871094,180.5342407226562,171.4614562988281,498.8,502.0,492.8,497.7,-0.00665303995831829,497.85,8.629999999999939,-51.666666666667,217.2413793103469,-0.381832797427661,1.199999999999989,48222.21904060409,0.1592883634853158,495.7
2018-07-09,198.23,12.69,2815.11,481.1086,1609.0,2784.2,260.32,28.12,1365.33,218764,39620,0.1389224095769596,1101.78662109375,407.9815979003906,37.14895248413086,243.9207458496094,1210.932495117188,80.890869140625,181.6741790771484,171.4613494873047,491.0,498.6,487.0,493.5,-0.00108381502890166,496.55,4.729999999999905,167.4999999999997,8.411214953271354,0.4034698406294224,-4.69999999999998,55327.25313261087,0.1180295352903987,497.7
2018-07-10,198.29,12.64,2827.63,480.6399,1555.0,2793.8,197.19,26.9,1362.27,240444,44140,0.1307387634829531,1098.206176757812,408.6502380371094,37.15982437133789,253.1548614501953,1210.932495117188,80.84207916259766,182.2070007324219,171.4612731933594,497.6,505.0,496.3,500.0,0.0127978817299205,495.25,1.669999999999959,561.5384615384531,1.162790697674688,1.446654611211562,-0.0999999999999659,56522.479917286,0.1633935075676812,504.9
